;evt_type_num;1103_prev;1103_post;1109_prev;1109_post;1111_prev;1111_post;1113_prev;1113_post;1115_prev;1115_post;1117_prev;1117_post;1119_prev;1119_post;1121_prev;1121_post;1123_prev;1123_post;1125_prev;1125_post;1134_prev;1134_post;1136_prev;1136_post;1164_prev;1164_post;1166_prev;1166_post;1170_prev;1170_post;1178_prev;1178_post;1180_prev;1180_post;1182_prev;1182_post;1188_prev;1188_post;1190_prev;1190_post;1196_prev;1196_post;1210_prev;1210_post;1216_prev;1216_post;1218_prev;1218_post;1487_prev;1487_post;1972462773_prev;1972462773_post;2884620857_prev;2884620857_post;3246631463_prev;3246631463_post;4464520745_prev;4464520745_post;5281267026_prev;5281267026_post;5465536958_prev;5465536958_post;5465551953_prev;5465551953_post;5465600229_prev;5465600229_post;6029388272_prev;6029388272_post;6064027586_prev;6064027586_post;6064027597_prev;6064027597_post;6064061663_prev;6064061663_post;6064071199_prev;6064071199_post;6064100661_prev;6064100661_post;6064411646_prev;6064411646_post;6066147434_prev;6066147434_post;6071542409_prev;6071542409_post;6072675642_prev;6072675642_post;6074370064_prev;6074370064_post;6082462464_prev;6082462464_post;6097787339_prev;6097787339_post;6100944762_prev;6100944762_post;6100954493_prev;6100954493_post;6100958508_prev;6100958508_post;6100971872_prev;6100971872_post;6100986271_prev;6100986271_post;6100996664_prev;6100996664_post;6101017092_prev;6101017092_post;6101025570_prev;6101025570_post;6101071505_prev;6101071505_post;6101130962_prev;6101130962_post;6101688611_prev;6101688611_post;6101705982_prev;6101705982_post;6101798974_prev;6101798974_post;6103192580_prev;6103192580_post;6108364993_prev;6108364993_post;6108824655_prev;6108824655_post;6111532602_prev;6111532602_post;6111932208_prev;6111932208_post;6112341779_prev;6112341779_post;6112715950_prev;6112715950_post;6112959031_prev;6112959031_post;6113912545_prev;6113912545_post;6368901817_prev;6368901817_post;7163029317_prev;7163029317_post;7604445879_prev;7604445879_post;7604684006_prev;7604684006_post;7691882320_prev;7691882320_post;7699615719_prev;7699615719_post;890896994_prev;890896994_post;890904439_prev;890904439_post;9092741870_prev;9092741870_post;9092758665_prev;9092758665_post;MAIN_OPERATION;ROLE_COUNT;FLAG_ID_STORNO_APPROVE;STORNO_APPROVE_FLAG;FLAG_BK_PIN;BK_PIN_FLAG
1295;5;4.0;0.0;0.0;2.0;;;;;;;;;;;;;2;4;;;6.0;0.0;4.0;6.0;;;;;10.0;2.0;;;;;;;;;;;;;;;4.0;0.0;;;;;;;;;;;;;10.0;2.0;;;2.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;;0;;0
4671;5;1.0;0.0;;;1.0;0.0;;;;;;;;;;;2;0;2.0;0.0;;;1.0;1.0;;;;;4.0;4.0;;;;;;;;;;;;;;;2.0;0.0;;;;;;;;;1.0;0.0;;;4.0;4.0;;;;;;;;;;;;;;;;;2.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0.0;1.0;0.0;;;;;0;0;;0;;0
3363;7;1.0;0.0;;;;;;;;;;;;;;;3;1;;;;;;;1.0;1.0;;;;;;;;;;;;;;;;;;;1.0;1.0;;;;;0.0;1.0;;;;;;;;;;;1.0;1.0;;;;;;;;;;;;;0.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;;0;;0
2117;5;;;;;;;;;;;;;;;;;2;0;2.0;2.0;0.0;4.0;;;;;;;;;;;;;;;;;;;;;;;1.0;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;11198752228;1
11336;8;0.0;1.0;0.0;1.0;;;;;;;;;0.0;1.0;;;1;0;4.0;0.0;;;4.0;1.0;;;;;4.0;2.0;;;;;;;;;;;1.0;0.0;;;2.0;2.0;;;;;;;;;;;;;3.0;2.0;;;1.0;1.0;;;;;;;;;;;;;8.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;4.0;4.0;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0.0;1.0;0.0;;;;;0;0;;0;;0
6502;3;1.0;0.0;;;;;;;;;;;;;;;2;0;4.0;5.0;10.0;2.0;;;;;;;;;;;;;;;;;;;;;;;10.0;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;4209404153;1;4209369011;1
10106;7;1.0;0.0;;;;;;;;;;;;;;;1;1;;;1.0;0.0;1.0;0.0;;;;;2.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;8451000145;1;;0
2831;16;1.0;0.0;;;;;;;;;;;;;;;6;2;;;;;1.0;0.0;;;;;1.0;0.0;;;;;;;;;;;;;1.0;0.0;3.0;0.0;;;;;;;;;;;;;1.0;0.0;;;2.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;1227953503;1;;0
3673;5;1.0;0.0;0.0;1.0;;;;;;;;;;;;;2;0;2.0;0.0;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;;4.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;;0;284379127;1
9878;18;2.0;0.0;1.0;0.0;;;;;;;;;;;;;2;0;;;2.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;3.0;;;;;;;;;0;1;8331627542;1;;0
1019;13;4.0;0.0;3.0;0.0;;;;;;;;;2.0;0.0;;;4;4;2.0;0.0;1.0;0.0;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;3.0;;;;;;;1.0;0.0;1.0;0.0;;;;;0;1;;0;;0
11964;10;1.0;1.0;0.0;2.0;;;;;;;;;;;;;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0.0;;;;;;;0;1;9583076205;1;;0
4612;6;1.0;0.0;;;;;;;;;;;1.0;0.0;;;1;0;;;3.0;0.0;1.0;0.0;;;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;1.0;0.0;;;;;;;1.0;0.0;;;;;;;;;;;;;;;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;3623479826;1;;0
9791;4;1.0;0.0;1.0;0.0;7.0;0.0;;;;;;;;;;;1;0;1.0;0.0;1.0;0.0;1.0;0.0;;;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0.0;;;;;;;;;;;;;;;;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;;0;;0
7252;7;2.0;0.0;2.0;0.0;;;;;;;;;6.0;0.0;;;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;;0;;0
12048;3;2.0;0.0;1.0;1.0;;;;;;;;;;;;;2;0;9.0;2.0;;;2.0;0.0;2.0;0.0;;;2.0;0.0;;;;;;;;;;;;;;;2.0;4.0;;;;;;;;;1.0;0.0;;;3.0;0.0;;;0.0;2.0;;;;;;;;;;;;;6.0;2.0;;;;;;;;;;;;;;;;;;;0.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0.0;1.0;0.0;;;;;0;1;9637631975;1;;0
10402;8;1.0;0.0;1.0;0.0;;;;;;;;;;;;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;1.0;1.0;0.0;;;;;;;;;;;;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;;0
11461;19;1.0;0.0;;;;;;;;;;;;;;;2;0;;;;;;;;;;;2.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;927193012;1;;0
4508;1;1.0;0.0;0.0;1.0;;;;;;;;;;;;;1;0;;;2.0;0.0;;;;;;;;;;;;;;;;;;;;;;;2.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;;0;;0
1560;19;1.0;0.0;0.0;1.0;;;;;;;;;;;;;2;0;3.0;0.0;2.0;1.0;;;;;;;;;;;;;;;;;;;;;;;3.0;2.0;;;;;;;;;;;;;;;;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;3.0;;;;;;;;;;;5.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;10941108423;1;;0
7144;5;0.0;3.0;1.0;3.0;1.0;1.0;;;;;;;;;;;2;0;;;;;0.0;1.0;;;;;0.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;1.0;;;;;;;;;;;;;;;;;0.0;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;;0
7386;14;1.0;0.0;0.0;1.0;;;;;;;;;;;;;23;4;12.0;11.0;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;1.0;0.0;;;;;;;;;3.0;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0.0;;;;;0;1;;0;4406934979;1
7335;2;4.0;2.0;3.0;3.0;;;;;;;;;;;;;2;0;;;;;1.0;0.0;;;;;3.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;0.0;;;;;;;;;;;;;;;;;2.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;1.0;;;;;;;;;;;;;;;0;2;4392820240;1;;0
5356;13;3.0;1.0;2.0;1.0;;;;;;;1.0;0.0;1.0;0.0;;;6;0;1.0;0.0;1.0;0.0;1.0;0.0;;;;;2.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;0.0;;;;;;;;;;;;;;;;;2.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;;0;;0
3930;8;2.0;0.0;;;;;;;;;;;;;;;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;;0;;0
4615;16;1.0;4.0;2.0;0.0;0.0;3.0;4.0;0.0;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;3623909686;1;;0
9744;9;2.0;1.0;1.0;1.0;;;;;;;;;;;;;2;2;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;1.0;;;;;;;;;;;;;;;0;0;8247029528;1;;0
5162;4;;;;;;;;;;;;;;;;;3;0;;;0.0;1.0;2.0;1.0;;;;;2.0;2.0;;;;;;;;;;;;;;;2.0;0.0;;;;;;;;;;;;;2.0;2.0;;;1.0;0.0;;;;;;;;;;;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;4.0;0.0;;;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;;0
1326;2;1.0;0.0;0.0;1.0;;;;;;;;;0.0;3.0;;;2;0;;;;;1.0;0.0;;;;;1.0;0.0;;;;;;;;;;;;;;;2.0;2.0;;;;;;;;;0.0;1.0;;;1.0;0.0;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;1.0;;;;;;;0.0;1.0;0.0;1.0;;;;;0;0;;0;;0
5352;4;1.0;1.0;1.0;1.0;4.0;1.0;;;;;;;;;;;5;1;;;1.0;0.0;2.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;2.0;;;;;;;2.0;0.0;;;;;;;1.0;0.0;;;;;2.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0.0;;;;;1;0;;0;;0
9062;5;1.0;0.0;0.0;1.0;;;;;;;;;;;;;2;0;6.0;0.0;5.0;1.0;1.0;1.0;;;;;1.0;3.0;;;;;;;;;;;;;;;15.0;2.0;;;;;;;;;1.0;0.0;;;1.0;3.0;;;;;;;;;;;;;;;;;15.0;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0.0;1.0;0.0;;;;;0;1;7846620196;1;;0
2545;16;4.0;1.0;3.0;2.0;;;;;;;;;1.0;0.0;;;1;3;;;2.0;1.0;1.0;0.0;;;;;1.0;0.0;;;;;;;;;;;;;;;4.0;3.0;;;;;;;;;;;;;1.0;0.0;;;0.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;1.0;;;;;0;1;11394957808;1;;0
2878;16;2.0;2.0;1.0;2.0;;;;;;;;;;;;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;1238525344;1;;0
8007;19;3.0;2.0;1.0;2.0;;;;;;;;;;;;;1;0;;;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2;;0;;0
1475;19;1.0;0.0;;;;;;;;;;;;;;;8;1;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;;0
902;5;1.0;0.0;0.0;1.0;;;;;;;;;;;;;3;6;9.0;0.0;3.0;3.0;;;;;;;;;;;;;;;;;;;;;;;2.0;3.0;;;;;;;;;;;;;;;;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;;0;10651784784;1
7978;14;1.0;0.0;0.0;1.0;;;;;;;;;;;;;4;0;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;1.0;0.0;;;;;;;;;1.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0.0;;;;;0;1;;0;;0
6280;7;;;;;;;;;;;;;5.0;0.0;;;1;0;;;1.0;0.0;;;1.0;0.0;;;;;;;;;;;;;;;;;;;0.0;2.0;;;;;;;;;0.0;1.0;;;;;;;;;;;;;;;;;;;;;2.0;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;1.0;0.0;1.0;;;;;0;0;;0;;0
138;5;;;;;;;;;;;;;;;;;2;0;4.0;1.0;1.0;1.0;;;;;;;8.0;0.0;;;;;;;;;;;;;;;0.0;2.0;;;;;;;;;0.0;1.0;;;8.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;1.0;0.0;1.0;;;;;0;0;;0;10098932277;1
7796;7;2.0;0.0;1.0;1.0;;;;;;;;;;;;;3;0;;;1.0;0.0;0.0;1.0;;;;;0.0;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;3.0;;;;;;;;;2.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;;0;;0
4196;1;2.0;0.0;1.0;1.0;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;4.0;0.0;;;;;;;;;;;;;;;;;2.0;0.0;;;;;;;;;;;;;4.0;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0.0;;;;;;;;;;;;;;;0;2;3389647408;1;;0
4355;22;3.0;0.0;2.0;1.0;;;;;;;;;;;;;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;2.0;;;;;;;;;;;;;0.0;1.0;;;;;;;;;;;;;;;;;;;;;;;0.0;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;;0;;0
7834;11;1.0;0.0;1.0;0.0;;;;;;;;;;;;;1;1;1.0;1.0;1.0;0.0;2.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;4510779660;1
6005;1;1.0;0.0;;;;;;;;;;;;;;;1;0;5.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;2.0;0.0;;;;;;;;;10.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0.0;1.0;0.0;;;;;1;1;;0;4131521050;1
6250;16;2.0;0.0;1.0;0.0;;;1.0;0.0;;;;;;;;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;4167116640;1;;0
8336;4;0.0;4.0;0.0;3.0;0.0;5.0;;;;;;;;;;;1;0;;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;;0
5531;5;;;1.0;0.0;;;;;;;;;;;;;2;0;;;1.0;0.0;0.0;1.0;;;;;0.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;2.0;;;;;;;;;;;;;;;;;7.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;;0
432;22;1.0;0.0;;;;;;;;;;;;;3.0;1.0;1;0;1.0;1.0;4.0;2.0;2.0;0.0;;;;;2.0;0.0;;;;;;;;;;;;;;;5.0;3.0;;;;;;;;;;;;;2.0;0.0;;;2.0;1.0;;;;;;;;;;;;;2.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;;0;;0
10699;5;0.0;1.0;;;;;;;;;;;;;;;2;2;2.0;4.0;2.0;3.0;;;;;;;;;;;;;;;;;;;;;;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;8802683768;1
3394;5;4.0;1.0;2.0;1.0;;;;;;;;;;;;;2;0;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;4.0;0.0;;;;;;;;;;;;;;;;;2.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;1529025512;1;1528914853;1
2258;3;1.0;0.0;;;;;;;;;;;;;;;2;0;;;;;;;;;;;8.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.0;0.0;;;1.0;0.0;3.0;0.0;;;;;;;;;;;2.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;;0;;0
5333;4;;;;;;;;;;;;;;;;;3;0;3.0;0.0;4.0;2.0;3.0;0.0;;;;;7.0;0.0;;;;;;;;;;;;;;;6.0;2.0;;;;;;;;;1.0;1.0;;;7.0;0.0;;;;;;;;;;;;;;;;;8.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;1.0;1.0;0.0;;;;;1;0;;0;3963096024;1
8699;5;;;;;;;;;;;;;;;;;2;0;5.0;2.0;9.0;1.0;1.0;0.0;;;;;1.0;8.0;;;;;;;;;;;;;;;16.0;1.0;;;;;;;;;;;;;1.0;8.0;;;1.0;0.0;;;;;;;;;;;;;7.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;5657828509;1
8414;16;1.0;0.0;0.0;1.0;;;;;;;;;;;;;1;0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;2.0;0.0;;;;;;;;;;;;;;;;;1.0;0.0;;;;;;;;;;;;;2.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;5423519107;1;;0
10506;1;1.0;0.0;2.0;0.0;1.0;0.0;;;;;;;;;;;1;0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;;0;8705896962;1
8478;5;1.0;0.0;1.0;0.0;;;;;;;;;;;;;2;0;2.0;3.0;;;3.0;1.0;;;;;3.0;0.0;;;;;;;;;;;;;;;1.0;1.0;;;;;;;;;1.0;1.0;;;3.0;0.0;;;0.0;1.0;;;;;;;;;;;;;3.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;1.0;1.0;0.0;;;;;0;0;;0;5489246731;1
10145;5;1.0;0.0;0.0;1.0;;;;;;;;;;;;;3;1;6.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;7.0;1.0;;;;;;;;;2.0;0.0;;;;;;;3.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;0.0;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;0.0;3.0;0.0;;;;;0;1;;0;8477753524;1
5323;7;3.0;1.0;2.0;1.0;;;;;;;;;1.0;0.0;;;4;0;;;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;;0
